,datetime,tweet_Id,text,Username
0,2021-06-30 23:12:02+00:00,1410375606131380225,"Burkina Faso Cumhurbaşkanı Kabore, kendisini Savunma Bakanı olarak atadı. 

https://t.co/hNCeCWMOOW",bpthaber
1,2021-06-30 22:49:56+00:00,1410370045704871936,"İngiltere, Ocak ayından bu yana en yüksek vaka sayısını açıkladı: ""26.068.""",bpthaber
2,2021-06-30 22:18:14+00:00,1410362066087653387,LPG'ye yarından itibaren 60 kuruş zam gelecek. (BirGün),bpthaber
3,2021-06-30 21:48:02+00:00,1410354467015467011,"Ahmet Davutoğlu: ""Her ay yaptıkları doğal gaz zammı yetmiyormuş gibi elektriğe yine %15 zam yaptılar. İktidar sanki yemin etmiş söke söke vatandaşın varını yoğunu alacak.""",bpthaber
4,2021-06-30 21:43:40+00:00,1410353366052581381,"Doğalgazda konuta yüzde 12, sanayiye yüzde 20 zam geldi.",bpthaber
5,2021-06-30 21:35:17+00:00,1410351258137923589,Lionel Messi’nin Barcelona ile olan sözleşmesi sona erdi.,bpthaber
6,2021-06-30 19:54:53+00:00,1410325992518959108,"İnce: ""Tüm parti genel başkanlarını, Cumhurbaşkanını ve Cumhurbaşkanı adayı olmak isteyenleri davet ettim. Biz Türkiye’nin sorunlarını halkın önünde konuşmaya hazırız!""",bpthaber
7,2021-06-30 19:54:53+00:00,1410325991164198918,"Muharrem İnce: ""Yandaş ve candaş medya! Lafımı eğip bükmeyin. Doğruları yazın. Ben sadece Sayın Kılıçdaroğlu’nu yayına davet etmedim.""",bpthaber
8,2021-06-30 19:26:39+00:00,1410318885010739205,"Ekrem İmamoğlu:

Camide dua okuduğum günün akşamı eşim ""hani inancımızı siyasete karıştırmayacaktık ""şeklinde fırça attı.",bpthaber
9,2021-06-30 18:41:10+00:00,1410307437832425477,Mehmet Aydın: Suçsuzluğumu ve mağduriyetimi kanıtlamak için kendi hür irademle Türk yargısına teslim olacağım. Bu noktada Türk yargısına vereceği kararda ve gerçeği bulacağımıza hiç şüphem yoktur.,bpthaber
10,2021-06-30 18:40:44+00:00,1410307332463116289,"Mehmet Aydın: Ancak gelinen son süreçte şirketin çok fazla büyümesi, etrafındaki kötü niyetli insanların haksız kazançlar elde etmesi ve etmeye çalışmalarını, şirketin büyüklüğü nedeniyle geç fark ettiğimden sizler gibi ben de mağdur oldum.",bpthaber
11,2021-06-30 18:40:15+00:00,1410307210392047620,Mehmet Aydın: Hiçbir zaman kimseyi zarara uğratmak veya dolandırmak şeklinde düşüncem ve girişimim olmadı. Kurmuş olduğumuz oyun platformu sizler tarafından sevildi ve benimsendi.,bpthaber
12,2021-06-30 18:39:35+00:00,1410307041319698432,"Mehmet Aydın: Bilindiği gibi Çiftlik Bank'ın kurucusu ve mucidiyim. Bu projeye başlarken hedefim oyun platformumuzu kullanan kişilerin hem oyun oynamaları, hem de şirketimizin reklam bütçesi için ayırdığı paradan faydalanmaları, ek bir gelir elde etmelerini sağlamaktı.",bpthaber
13,2021-06-30 18:07:04+00:00,1410298857741750279,"Ekrem İmamoğlu:

Kürt oylarını neden CHP ya da başka bir parti alamıyor bunu sorgulayan biriyim",bpthaber
14,2021-06-30 18:06:07+00:00,1410298618276466688,"Ekrem İmamoğlu: 

Demirtaş elbette terörle arasına mesafe koymalı. 
Teröre mesafe koymayan biri varsa onun muhatabı ben değilim. Geçmişte Açılım dönemi oldu, kimler Habur kapılarından karşılandı, megriler oynandı. Bakın bunu yapanlar hangi makamdalar.",bpthaber
